"species","dd long","dd lat","sex"
"Prionace glauca",18.3,41.875,"M"
"Prionace glauca",18.3,41.875,"M"
"Prionace glauca",18.3,41.875,"M"
"Prionace glauca",18.3,41.875,"M"
"Prionace glauca",18.3,41.875,"M"
"Prionace glauca",18.275,41.875,"M"
"Prionace glauca",18.275,41.875,"M"
"Prionace glauca",18.25,41.9,"M"
"Prionace glauca",18.25,41.875,"M"
"Prionace glauca",18.25,41.875,"M"
"Prionace glauca",18.25,41.875,"M"
"Prionace glauca",18.25,41.875,"M"
"Prionace glauca",18.25,41.9,"M"
"Prionace glauca",18.175,42,"M"
"Prionace glauca",18.15,42.075,"M"
"Prionace glauca",18.15,42.075,"M"
"Prionace glauca",18.15,42.075,"M"
"Prionace glauca",18.3,41.95,"M"
"Prionace glauca",18.325,41.925,"M"
"Prionace glauca",18.325,41.95,"M"
"Prionace glauca",18.325,42.025,"M"
"Prionace glauca",18.375,42.075,"M"
"Prionace glauca",18.4,42.05,"M"
"Prionace glauca",18.4,42.05,"M"
"Prionace glauca",18.4,42.05,"M"
"Prionace glauca",18.4,42.05,"M"
"Prionace glauca",18.4,42.05,"M"
"Prionace glauca",18.425,42.05,"M"
"Prionace glauca",18.475,42.05,"M"
"Prionace glauca",18.5,42.05,"M"
"Prionace glauca",18.5,42.05,"M"
"Prionace glauca",18.45,42.05,"M"
"Prionace glauca",18.45,42.05,"M"
"Prionace glauca",18.4,42.075,"M"
"Prionace glauca",18.35,42.05,"M"
"Prionace glauca",18.325,42.05,"M"
"Prionace glauca",18.3,42.025,"M"
"Prionace glauca",18.3,42.025,"M"
"Prionace glauca",18.3,42.025,"M"
"Prionace glauca",18.3,42.025,"M"
"Prionace glauca",18.275,42.05,"M"
"Prionace glauca",18.275,42.05,"M"
"Prionace glauca",18.275,42.05,"M"
"Prionace glauca",18.3,42.05,"M"
"Prionace glauca",18.3,42.05,"M"
"Prionace glauca",18.3,42.05,"M"
"Prionace glauca",18.3,42.05,"M"
"Prionace glauca",18.3,42.05,"M"
"Prionace glauca",18.325,42.05,"M"
"Prionace glauca",18.375,42.075,"M"
"Prionace glauca",18.375,42.075,"M"
"Prionace glauca",18.375,42.075,"M"
"Prionace glauca",18.35,42.075,"M"
"Prionace glauca",18.35,42.075,"M"
"Prionace glauca",18.325,42.075,"M"
"Prionace glauca",18.3,42.025,"M"
"Prionace glauca",18.275,41.975,"M"
