"species","dd long","dd lat","season","maturity","group"
"Prionace glauca",13.0013433333333,45.3295833333333,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",13.0013433333333,45.3295833333333,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",13.0013433333333,45.3295833333333,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.6369,45.1422333333333,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.6369,45.1422333333333,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.689,45.0746,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.689,45.0746,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.5429333333333,44.81755,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",13.5632,45.6072,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",13.5632,45.6072,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.7936666666667,45.3500166666667,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.5870833333333,45.1512666666667,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.5876666666667,45.1358833333333,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.5876666666667,45.1358833333333,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.5876666666667,45.1358833333333,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.5593,45.05905,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.5188666666667,44.7699666666667,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.6927,45.0797,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.6927,45.0797,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.6927,45.0797,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.6927,45.0797,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.6927,45.0797,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",9.713,42.2562,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-4.325,36.606,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",4.5,42.3,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",4.05,42.45,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",3.625,42.55,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",3.325,42.6,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",16.026,38.9495,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",15.6,38.78235,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",15.59,38.79228,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",15.326,38.61886,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",15.115,38.27007,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",14.571,38.19321,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",14.536,38.3066,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",14.31,38.18365,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",14.334,38.12057,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",14.54,38.62164,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",13.643,38.06834,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",13.681,38.12439,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",13.658,38.1332,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",13.79,38.23199,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",13.755,38.24279,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",13.728,38.38147,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",15.422,39.04146,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",15.554,39.19421,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",15.594,39.60692,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",14.945,40.17635,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",14.811,40.01014,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",13.914,40.51982,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",13.801,40.34656,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",10.982,37.65659,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",11.241,38.06556,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.409,38.51033,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.744,40.87202,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.762,40.98128,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.721,40.98278,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.683,40.96191,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.731,41.05385,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.681,41.10008,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.72,41.12274,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.808,41.11886,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.601,41.14678,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.501,41.04596,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",13.2,41.20759,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.523,41.28539,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",11.933,41.53688,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12,41.77164,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",11.659,41.86734,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",11.488,41.96173,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",11.332,41.99741,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",11.296,41.98813,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",11.311,41.97389,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",11.273,42.00205,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",10.97,42.0071,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",10.777,41.92544,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",10.963,42.17255,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",11.374,41.19273,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",10.116,41.15008,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",10.102,41.20159,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.254,39.828,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",13.021,39.852,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.987,39.875,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.813,40.377,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",12.621,40.973,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",10.068,41.905,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",10.182,41.977,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",9.798,41.916,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",9.787,42.177,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",9.809,42.188,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",9.724,42.213,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",9.805,42.319,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",9.86,42.356,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",9.779,42.34,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",9.738,42.355,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",9.784,42.394,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",9.782,42.434,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",9.813,42.377,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",10.872,42.197,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",11.208,42.153,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",11.124,42.103,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",11.141,41.865,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",10.956,41.715,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",6.698,37.49184,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",5.783,37.33728,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",6.191,37.13765,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",4,37.49355,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",3.365,37.62959,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",2.518,36.95422,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",1.94,36.88048,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",0.183,36.5858,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-1.443,35.81795,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-1.425,35.61536,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-2.04,35.99798,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",-2.915,36.33801,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",11.352,35.666,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",11.394,35.94,"WinSpr","Juvenile","Juvenile_WinSpr"
"Prionace glauca",11.4,35.967,"WinSpr","Juvenile","Juvenile_WinSpr"
