"dd.long","dd.lat"
"546",18.575,41.925
"547",18.5,41.95
"548",18.425,41.95
"549",18.375,41.925
"550",18.225,41.9
"551",18.1,41.85
"552",18.075,41.875
"553",18,41.9
"554",18.025,41.95
"555",17.975,41.925
"556",17.875,41.9
"557",17.625,41.775
"558",17.525,41.725
"559",17.475,41.7
"560",17.4,41.65
"561",17.35,41.625
"562",17.35,41.6
"563",17.35,41.575
"564",17.35,41.5
"565",17.325,41.4
"566",17.375,41.375
"567",17.525,41.35
"568",17.625,41.275
"569",17.65,41.225
"570",17.675,41.2
"571",17.7,41.15
"572",17.675,41.15
"573",17.4,41.125
"574",17.575,41.1
"575",17.625,41.075
"576",17.65,41.075
"577",17.7,41.075
"578",17.75,41.075
"579",17.875,40.975
"580",17.925,40.9
"581",17.975,40.9
"582",18.125,40.85
"583",18.275,40.7
"584",18.35,40.625
"585",18.4,40.55
"586",18.575,40.325
"587",18.625,40.175
"588",18.625,40.075
"589",18.625,40.025
"590",18.625,39.875
"591",18.6,39.775
"592",18.6,39.8
"593",18.55,39.7
"594",18.475,39.625
"595",18.4,39.6
"596",18.35,39.6
"597",18.2,39.55
"598",18.1,39.475
"599",18.075,39.425
"600",18.05,39.425
"601",18,39.4
"602",17.9,39.35
"603",17.875,39.35
"604",17.825,39.325
"605",17.8,39.325
"606",17.725,39.3
"607",17.675,39.3
"608",17.65,39.275
"609",17.625,39.25
"610",17.6,39.225
"611",17.575,39.2
"612",17.525,39.175
"613",17.5,39.175
"614",17.45,39.15
"615",17.425,39.15
"616",17.35,39.075
"617",17.3,39.025
"618",17.2,38.95
"619",17.15,38.925
"620",17.125,38.9
"621",17.1,38.875
"622",17.075,38.85
"623",17.05,38.85
"624",17.025,38.825
"625",17,38.825
"626",16.975,38.8
"627",16.95,38.775
"628",16.925,38.75
"629",16.925,38.7
"630",16.9,38.65
"631",16.875,38.6
"632",16.875,38.575
"633",16.85,38.575
"634",16.825,38.525
"635",16.825,38.475
"636",16.8,38.425
"637",16.75,38.375
"638",16.675,38.275
"639",16.65,38.225
"640",16.65,38.2
"641",16.625,38.175
"642",16.625,38.15
"643",15.875,42.375
"644",15.975,42.375
"645",16.1,42.375
"646",16.225,42.35
"647",16.35,42.35
"648",16.45,42.325
"649",16.6,42.325
"650",16.675,42.3
"651",16.9,42.275
"652",17,42.275
"653",17.025,42.25
"654",17.075,42.225
"655",17.1,42.2
"656",17.125,42.175
"657",17.125,42.15
"658",17.15,42.1
"659",17.15,42.075
"660",17.125,42.025
"661",17.1,42
"662",17,41.975
"663",17.05,41.975
"664",17.1,41.95
"665",17.1,41.9
"666",17.075,41.825
"667",17.075,41.775
"668",17.05,41.75
"669",17.05,41.7
"670",17.025,41.65
"671",17,41.6
"672",16.975,41.575
"673",16.95,41.525
"674",16.95,41.475
"675",16.925,41.45
"676",16.9,41.4
"677",16.875,41.375
"678",16.6,41.875
"679",16.8,41.8
"680",16.8,41.775
"681",16.875,41.775
"682",16.925,41.725
"683",17,41.725
"684",17.1,41.675
"685",17.125,41.675
"686",17.15,41.65
"687",17.275,41.625
"688",17.45,41.4
"689",17.55,41.375
"690",17.6,41.35
"691",17.625,41.35
"692",17.725,41.275
"693",17.825,41.2
"694",17.9,41.125
"695",17.975,41.075
"696",18.075,40.975
"697",18.15,40.9
"698",18.225,40.825
"699",18.35,40.7
"700",18.4,40.65
"701",18.45,40.575
"702",18.5,40.55
"703",18.575,40.475
"704",18.625,40.375
"705",18.65,40.275
"706",18.675,40.15
"707",18.675,40.05
"708",18.675,39.925
"709",18.625,39.7
"710",18.6,39.625
"711",18.6,39.6
"712",18.575,39.525
"713",18.55,39.5
"714",18.525,39.425
"715",18.5,39.35
"716",18.45,39.275
"717",18.425,39.175
"718",18.4,39.125
"719",18.375,39.05
"720",18.35,38.95
"721",18.325,38.9
"722",18.3,38.825
"723",18.275,38.75
"724",18.25,38.65
"725",18.225,38.65
"726",18.2,38.6
"727",18.175,38.575
"728",18.15,38.525
"729",18.125,38.5
"730",18.125,38.475
"731",18.1,38.45
"732",18.125,38.45
"733",18.2,38.55
"734",18.25,38.6
"735",18.325,38.6
"736",18.375,38.625
"737",18.45,38.625
"738",18.525,38.65
"739",18.575,38.65
"740",18.625,38.675
"741",18.675,38.7
"742",18.75,38.7
"743",18.825,38.725
"744",18.9,38.75
"745",18.95,38.775
"746",19,38.8
"747",19.025,38.8
"748",19.125,38.85
"749",19.2,38.85
"750",19.325,38.875
"751",19.375,38.875
"752",19.425,38.9
"753",19.525,38.9
"754",19.575,38.9
"755",19.625,38.925
"756",19.65,38.925
"757",19.7,38.925
"758",19.75,38.95
"759",19.825,38.95
"760",19.85,38.975
"761",19.85,39
"762",19.875,38.975
"763",19.95,38.975
"764",20.05,38.975
"765",20.075,38.975
"766",20.075,38.95
"767",20.05,38.95
"768",20.025,38.9
"769",19.975,38.875
"770",19.925,38.85
"771",19.875,38.825
"772",19.875,38.775
"773",19.9,38.775
"774",19.925,38.8
"775",19.95,38.825
"776",20,38.825
"777",20.05,38.85
"778",20.025,38.825
"779",19.875,38.725
"780",19.85,38.7
"781",19.8,38.625
"782",19.75,38.6
"783",19.725,38.575
"784",19.7,38.525
"785",19.675,38.5
"786",19.65,38.45
"787",19.625,38.425
"788",19.6,38.4
"789",19.575,38.325
"790",19.55,38.325
"791",19.55,38.275
"792",19.55,38.225
"793",19.475,38.2
"794",19.45,38.15
"795",19.525,38.125
"796",19.55,38.1
"797",19.6,38.025
"798",19.65,37.925
"799",19.775,37.9
"800",19.825,37.825
"801",19.825,37.775
"802",19.8,37.7
"803",19.825,37.65
"804",19.85,37.6
"805",19.875,37.575
"806",19.875,37.525
"807",19.9,37.5
"808",19.9,37.45
"809",19.9,37.375
"810",19.925,37.3
"811",19.95,37.225
"812",19.95,37.2
"813",20,37.125
"814",20.025,37.05
"815",20.025,37.025
"816",20.05,36.925
"817",20.05,36.9
"818",20.075,36.875
"819",20.1,36.8
"820",20.125,36.725
"821",20.125,36.7
"822",20.15,36.625
"823",20.175,36.55
"824",20.2,36.475
"825",20.225,36.4
"826",20.275,36.325
"827",20.3,36.275
"828",20.325,36.175
"829",20.35,36.125
"830",20.35,36.05
"831",20.375,35.95
"832",20.375,35.9
"833",20.4,35.85
