"species","dd long","dd lat"
"Prionace glauca",12.6927,45.0797
"Prionace glauca",12.6927,45.0797
"Prionace glauca",12.6927,45.0797
"Prionace glauca",12.6927,45.0797
"Prionace glauca",12.6933,45.0797
"Prionace glauca",12.6933,45.0797
"Prionace glauca",12.6933,45.0797
"Prionace glauca",3.175,42.625
"Prionace glauca",3.175,42.625
"Prionace glauca",3.175,42.625
"Prionace glauca",3.175,42.625
"Prionace glauca",3.2,42.625
"Prionace glauca",3.2,42.625
"Prionace glauca",3.175,42.625
"Prionace glauca",3.175,42.625
"Prionace glauca",3.2,42.625
"Prionace glauca",3.175,42.6
"Prionace glauca",3.15,42.625
"Prionace glauca",10.207,42.36667
"Prionace glauca",9.713,42.2562
"Prionace glauca",9.713,42.2562
"Prionace glauca",-4.325,36.606
"Prionace glauca",-4.325,36.606
"Prionace glauca",-4.325,36.606
"Prionace glauca",-4.31,36.50728
"Prionace glauca",-4.325,36.606
"Prionace glauca",6.035,42.369
"Prionace glauca",6.067,42.83333
"Prionace glauca",9.535,42.92
"Prionace glauca",9.337,43.012
"Prionace glauca",5.459,42.545
"Prionace glauca",5.46,42.58
"Prionace glauca",5.46,42.58
"Prionace glauca",5.46,42.58
"Prionace glauca",4.029,43.141
"Prionace glauca",10.375,42.85
"Prionace glauca",10.05,42.975
"Prionace glauca",9.475,43.275
"Prionace glauca",8.925,43.35
"Prionace glauca",8.425,43.225
"Prionace glauca",8.125,43.075
"Prionace glauca",8.3,42.875
"Prionace glauca",8.575,42.875
"Prionace glauca",8.55,42.8
"Prionace glauca",8.35,42.75
"Prionace glauca",8.15,42.65
"Prionace glauca",7.55,42.675
"Prionace glauca",7.375,42.525
"Prionace glauca",7.2,42.35
"Prionace glauca",7.4,42.425
"Prionace glauca",6.6,42.375
"Prionace glauca",7.525,42.45
"Prionace glauca",5.35,42.325
"Prionace glauca",4.925,42.1
"Prionace glauca",4.8,41.95
"Prionace glauca",4.375,41.875
"Prionace glauca",4.375,41.65
"Prionace glauca",4.5,42.3
"Prionace glauca",4.2,42.2
"Prionace glauca",4.15,42.35
"Prionace glauca",4.4,42.275
"Prionace glauca",4.675,42.175
"Prionace glauca",4.2,42.275
"Prionace glauca",4.05,42.45
"Prionace glauca",3.625,42.55
"Prionace glauca",3.325,42.6
"Prionace glauca",10.109,41.4219
"Prionace glauca",10.158,41.0551
"Prionace glauca",10.586,40.5306
"Prionace glauca",10.588,40.3605
"Prionace glauca",11.034,39.9081
"Prionace glauca",11.221,39.332
"Prionace glauca",11.124,39.3054
"Prionace glauca",10.623,39.5529
"Prionace glauca",10.025,39.7926
"Prionace glauca",11.219,39.6835
"Prionace glauca",11.457,39.813
"Prionace glauca",11.538,39.7209
"Prionace glauca",11.52,39.7451
"Prionace glauca",11.625,40.1094
"Prionace glauca",11.617,40.3885
"Prionace glauca",11.767,40.3677
"Prionace glauca",11.952,40.0598
"Prionace glauca",11.832,39.8505
"Prionace glauca",12.098,39.7379
"Prionace glauca",12.204,39.7081
"Prionace glauca",11.952,39.5378
"Prionace glauca",11.866,39.623
"Prionace glauca",11.514,39.374
"Prionace glauca",12.168,40.0466
"Prionace glauca",12.49,39.7876
"Prionace glauca",12.476,39.738
"Prionace glauca",12.818,39.8319
"Prionace glauca",12.905,39.6696
"Prionace glauca",12.582,39.3988
"Prionace glauca",12.897,39.10279
"Prionace glauca",12.814,39.24207
"Prionace glauca",12.992,39.26237
"Prionace glauca",13.174,39.48181
"Prionace glauca",13.274,39.86229
"Prionace glauca",13.233,39.84973
"Prionace glauca",13.54,39.70385
"Prionace glauca",13.664,39.46991
"Prionace glauca",14.059,39.54644
"Prionace glauca",14.056,39.57404
"Prionace glauca",14.03,39.59858
"Prionace glauca",14.001,39.60815
"Prionace glauca",14.155,39.58322
"Prionace glauca",14.234,39.50058
"Prionace glauca",14.291,39.51597
"Prionace glauca",14.298,39.55965
"Prionace glauca",14.262,39.6599
"Prionace glauca",14.357,39.70117
"Prionace glauca",14.256,39.72643
"Prionace glauca",14.319,39.75317
"Prionace glauca",14.382,39.78
"Prionace glauca",14.411,39.74076
"Prionace glauca",14.485,39.66809
"Prionace glauca",14.149,39.80859
"Prionace glauca",14.07,39.79262
"Prionace glauca",14.017,39.81924
"Prionace glauca",14.002,39.76964
"Prionace glauca",14.619,39.73243
"Prionace glauca",14.71,39.71222
"Prionace glauca",14.663,39.68646
"Prionace glauca",14.68,39.66385
"Prionace glauca",14.595,39.63537
"Prionace glauca",14.666,39.69059
"Prionace glauca",14.723,39.6152
"Prionace glauca",14.801,39.6714
"Prionace glauca",14.815,39.58692
"Prionace glauca",14.833,39.639
"Prionace glauca",14.85,39.5173
"Prionace glauca",14.886,39.46347
"Prionace glauca",14.946,39.52373
"Prionace glauca",14.996,39.57403
"Prionace glauca",15.014,39.57129
"Prionace glauca",15.02,39.52347
"Prionace glauca",15.014,39.44113
"Prionace glauca",15.124,39.46998
"Prionace glauca",15.28,39.49356
"Prionace glauca",15.204,39.465
"Prionace glauca",15.202,39.41673
"Prionace glauca",15.253,39.37357
"Prionace glauca",15.355,39.33254
"Prionace glauca",15.139,39.38115
"Prionace glauca",15.122,39.30545
"Prionace glauca",15.069,39.3081
"Prionace glauca",15.058,39.1995
"Prionace glauca",15.122,39.68775
"Prionace glauca",15.074,39.8543
"Prionace glauca",15.267,39.86586
"Prionace glauca",15.346,39.81731
"Prionace glauca",15.203,39.80064
"Prionace glauca",15.122,39.68775
"Prionace glauca",15.32,39.69351
"Prionace glauca",15.333,39.65548
"Prionace glauca",15.428,39.58875
"Prionace glauca",14.398,39.27792
"Prionace glauca",14.37,39.1998
"Prionace glauca",14.638,39.19689
"Prionace glauca",14.53,39.2619
"Prionace glauca",14.649,38.9729
"Prionace glauca",15.058,39.1995
"Prionace glauca",15.524,38.90508
"Prionace glauca",15.845,39.09225
"Prionace glauca",14.674,38.68964
"Prionace glauca",14.382,38.59883
"Prionace glauca",14.888,40.02787
"Prionace glauca",14.213,40.2152
"Prionace glauca",14.266,40.10487
"Prionace glauca",14.251,40.06276
"Prionace glauca",14.288,39.9971
"Prionace glauca",13.926,40.4123
"Prionace glauca",13.931,40.3346
"Prionace glauca",13.818,40.38275
"Prionace glauca",13.616,40.3558
"Prionace glauca",13.628,40.41721
"Prionace glauca",13.583,40.38052
"Prionace glauca",13.555,40.43962
"Prionace glauca",13.603,40.5195
"Prionace glauca",13.501,40.43041
"Prionace glauca",13.379,40.41879
"Prionace glauca",13.28,40.40874
"Prionace glauca",12.949,40.5483
"Prionace glauca",12.676,40.5143
"Prionace glauca",12.678,40.55987
"Prionace glauca",12.575,40.5265
"Prionace glauca",12.454,40.5424
"Prionace glauca",12.348,40.5783
"Prionace glauca",12.162,40.5552
"Prionace glauca",12.75,40.68863
"Prionace glauca",12.548,41.02814
"Prionace glauca",12.541,40.9779
"Prionace glauca",12.447,41.27235
"Prionace glauca",11.916,41.21236
"Prionace glauca",11.676,41.1759
"Prionace glauca",13.487,40.79133
"Prionace glauca",15.458,38.35512
"Prionace glauca",15.44,38.36667
"Prionace glauca",15.939,38.60062
"Prionace glauca",15.694,38.5967
"Prionace glauca",14.945,38.27979
"Prionace glauca",14.913,38.23422
"Prionace glauca",14.575,38.50318
"Prionace glauca",14.14,38.56409
"Prionace glauca",14.217,38.66678
"Prionace glauca",13.948,38.66143
"Prionace glauca",14.888,38.8528
"Prionace glauca",14.592,39.4387
"Prionace glauca",14.628,39.46812
"Prionace glauca",14.434,39.69052
"Prionace glauca",14.447,39.82327
"Prionace glauca",14.29,40.07595
"Prionace glauca",14.757,39.82883
"Prionace glauca",15.069,39.8553
"Prionace glauca",15.217,39.8671
"Prionace glauca",15.072,39.70837
"Prionace glauca",14.825,39.70673
"Prionace glauca",14.114,39.9318
"Prionace glauca",13.819,39.70161
"Prionace glauca",13.92,40.81386
"Prionace glauca",12.757,40.27971
"Prionace glauca",12.921,40.77015
"Prionace glauca",11.505,40.76379
"Prionace glauca",10.033,40.9711
"Prionace glauca",9.867,40.92669
"Prionace glauca",9.936,41.262
"Prionace glauca",11.947,39.30623
"Prionace glauca",11.82,39.57722
"Prionace glauca",16.026,38.9495
"Prionace glauca",15.6,38.78235
"Prionace glauca",15.59,38.79228
"Prionace glauca",15.326,38.61886
"Prionace glauca",15.115,38.27007
"Prionace glauca",14.571,38.19321
"Prionace glauca",14.536,38.3066
"Prionace glauca",14.31,38.18365
"Prionace glauca",14.334,38.12057
"Prionace glauca",14.54,38.62164
"Prionace glauca",13.643,38.06834
"Prionace glauca",13.681,38.12439
"Prionace glauca",13.658,38.1332
"Prionace glauca",13.79,38.23199
"Prionace glauca",13.755,38.24279
"Prionace glauca",13.728,38.38147
"Prionace glauca",15.422,39.04146
"Prionace glauca",15.554,39.19421
"Prionace glauca",15.594,39.60692
"Prionace glauca",14.945,40.17635
"Prionace glauca",14.811,40.01014
"Prionace glauca",13.914,40.51982
"Prionace glauca",14.019,39.94397
"Prionace glauca",13.801,40.34656
"Prionace glauca",10.982,37.65659
"Prionace glauca",11.241,38.06556
"Prionace glauca",12.409,38.51033
"Prionace glauca",13.43,40.44118
"Prionace glauca",13.587,40.44583
"Prionace glauca",13.411,40.31286
"Prionace glauca",13.404,40.31812
"Prionace glauca",13.422,40.58317
"Prionace glauca",13.267,40.53718
"Prionace glauca",13.234,40.52617
"Prionace glauca",13.167,40.67864
"Prionace glauca",13.169,40.69229
"Prionace glauca",13.091,40.67176
"Prionace glauca",13.011,40.67016
"Prionace glauca",13.001,40.75876
"Prionace glauca",12.892,40.66281
"Prionace glauca",12.748,40.69927
"Prionace glauca",12.73,40.67407
"Prionace glauca",12.725,40.61302
"Prionace glauca",12.744,40.87202
"Prionace glauca",12.762,40.98128
"Prionace glauca",12.721,40.98278
"Prionace glauca",12.683,40.96191
"Prionace glauca",12.64,40.93886
"Prionace glauca",12.731,41.05385
"Prionace glauca",12.681,41.10008
"Prionace glauca",12.72,41.12274
"Prionace glauca",12.808,41.11886
"Prionace glauca",12.601,41.14678
"Prionace glauca",12.501,41.04596
"Prionace glauca",13.2,41.20759
"Prionace glauca",12.376,41.0091
"Prionace glauca",12.523,41.28539
"Prionace glauca",12.03,41.35924
"Prionace glauca",11.909,41.41596
"Prionace glauca",11.861,41.41411
"Prionace glauca",11.933,41.53688
"Prionace glauca",11.987,41.6481
"Prionace glauca",12,41.77164
"Prionace glauca",11.808,41.87914
"Prionace glauca",11.698,41.73822
"Prionace glauca",11.659,41.86734
"Prionace glauca",11.515,41.79965
"Prionace glauca",11.488,41.96173
"Prionace glauca",11.333,41.95029
"Prionace glauca",11.332,41.99741
"Prionace glauca",11.296,41.98813
"Prionace glauca",11.311,41.97389
"Prionace glauca",11.333,41.95029
"Prionace glauca",11.273,42.00205
"Prionace glauca",11.224,41.96048
"Prionace glauca",11.18,41.89109
"Prionace glauca",11.155,41.7846
"Prionace glauca",11.168,41.77096
"Prionace glauca",11,41.76626
"Prionace glauca",10.926,41.7075
"Prionace glauca",11.004,41.66319
"Prionace glauca",11.295,41.69539
"Prionace glauca",11.296,41.6243
"Prionace glauca",11.46,41.6223
"Prionace glauca",11.475,41.66462
"Prionace glauca",11.376,41.7073
"Prionace glauca",10.97,42.0071
"Prionace glauca",10.899,41.9807
"Prionace glauca",10.777,41.92544
"Prionace glauca",10.744,41.90222
"Prionace glauca",10.72,41.92085
"Prionace glauca",10.669,41.92085
"Prionace glauca",10.62,41.94442
"Prionace glauca",10.693,42.0255
"Prionace glauca",10.648,42.0821
"Prionace glauca",10.627,42.06147
"Prionace glauca",10.782,42.12327
"Prionace glauca",10.9,42.1073
"Prionace glauca",10.937,42.14112
"Prionace glauca",10.963,42.17255
"Prionace glauca",11.052,42.15696
"Prionace glauca",10.622,42.12755
"Prionace glauca",11.34,41.52534
"Prionace glauca",11.549,41.40694
"Prionace glauca",11.223,41.36125
"Prionace glauca",11.158,41.31182
"Prionace glauca",NA,41.27754
"Prionace glauca",11.374,41.19273
"Prionace glauca",11.183,41.18933
"Prionace glauca",11.175,41.11861
"Prionace glauca",11.215,41.09315
"Prionace glauca",11.287,41.0336
"Prionace glauca",11.007,40.8913
"Prionace glauca",11.007,40.99654
"Prionace glauca",10.888,41.1305
"Prionace glauca",10.784,41.11557
"Prionace glauca",10.789,41.26029
"Prionace glauca",10.749,41.3248
"Prionace glauca",10.523,41.06554
"Prionace glauca",10.609,41.08651
"Prionace glauca",10.694,41.01684
"Prionace glauca",10.706,40.98431
"Prionace glauca",10.552,40.90205
"Prionace glauca",10.457,40.84829
"Prionace glauca",10.359,40.91633
"Prionace glauca",10.386,40.99966
"Prionace glauca",10.189,40.94155
"Prionace glauca",9.948,40.77214
"Prionace glauca",10.023,40.84947
"Prionace glauca",9.935,40.9019
"Prionace glauca",10,40.98553
"Prionace glauca",10.024,41.01268
"Prionace glauca",10.064,41.05293
"Prionace glauca",9.945,41.09516
"Prionace glauca",10.11,41.11175
"Prionace glauca",10.116,41.15008
"Prionace glauca",10.181,41.16637
"Prionace glauca",10.102,41.20159
"Prionace glauca",10.039,41.20063
"Prionace glauca",9.889,41.16729
"Prionace glauca",9.844,41.27604
"Prionace glauca",9.977,41.31846
"Prionace glauca",10.079,41.2832
"Prionace glauca",10.133,41.35888
"Prionace glauca",9.88,41.44402
"Prionace glauca",9.793,41.43771
"Prionace glauca",9.786,41.48071
"Prionace glauca",9.739,41.43067
"Prionace glauca",9.504,41.44027
"Prionace glauca",9.742,41.55593
"Prionace glauca",9.754,41.60931
"Prionace glauca",9.999,41.64542
"Prionace glauca",10.238,41.53391
"Prionace glauca",10.565,41.39576
"Prionace glauca",10.406,41.71957
"Prionace glauca",10.334,41.80002
"Prionace glauca",9.864,41.88564
"Prionace glauca",9.893,41.92983
"Prionace glauca",10.304,42.00938
"Prionace glauca",10.294,42.07858
"Prionace glauca",9.859,42.26731
"Prionace glauca",10.236,42.47853
"Prionace glauca",9.61,43.69558
"Prionace glauca",5.637,42.9393
"Prionace glauca",5.381,42.78041
"Prionace glauca",-1.991,36.577
"Prionace glauca",-2.307,36.622
"Prionace glauca",-2.443,36.595
"Prionace glauca",-2.813,36.452
"Prionace glauca",-3.686,36.243
"Prionace glauca",-3.507,35.653
"Prionace glauca",-2.009,35.39
"Prionace glauca",-1.936,35.71
"Prionace glauca",-2.21,36.037
"Prionace glauca",-1.577,36.552
"Prionace glauca",-0.948,36.686
"Prionace glauca",-0.603,36.798
"Prionace glauca",1.65,37.423
"Prionace glauca",1.056,37.41816
"Prionace glauca",2.727,37.88414
"Prionace glauca",2.12,38.537
"Prionace glauca",1.132,38.27528
"Prionace glauca",0.942,38.26428
"Prionace glauca",0.784,38.27985
"Prionace glauca",0.938,38.46309
"Prionace glauca",0.875,38.54991
"Prionace glauca",0.845,38.62436
"Prionace glauca",0.249,37.8169
"Prionace glauca",0.57,37.73344
"Prionace glauca",0.436,38.18809
"Prionace glauca",0.251,38.13654
"Prionace glauca",0.68,38.08373
"Prionace glauca",0.665,37.97034
"Prionace glauca",0.239,38.58331
"Prionace glauca",7.138,41.562
"Prionace glauca",12.254,39.828
"Prionace glauca",13.021,39.852
"Prionace glauca",12.987,39.875
"Prionace glauca",12.813,40.377
"Prionace glauca",12.621,40.973
"Prionace glauca",10.351,40.777
"Prionace glauca",9.665,41.34
"Prionace glauca",9.615,41.372
"Prionace glauca",10.143,41.744
"Prionace glauca",10.211,41.861
"Prionace glauca",10.068,41.905
"Prionace glauca",10.33,41.918
"Prionace glauca",10.182,41.977
"Prionace glauca",10.013,41.93
"Prionace glauca",10.043,41.955
"Prionace glauca",10.03,42.032
"Prionace glauca",9.798,41.916
"Prionace glauca",9.77,41.951
"Prionace glauca",9.83,41.958
"Prionace glauca",9.798,42.01
"Prionace glauca",9.756,42.061
"Prionace glauca",9.871,42.063
"Prionace glauca",10.116,42.069
"Prionace glauca",10.139,42.088
"Prionace glauca",10.174,42.069
"Prionace glauca",10.21,42.077
"Prionace glauca",10.106,42.138
"Prionace glauca",10.11,42.153
"Prionace glauca",9.787,42.177
"Prionace glauca",9.809,42.188
"Prionace glauca",9.724,42.213
"Prionace glauca",9.688,42.257
"Prionace glauca",9.823,42.262
"Prionace glauca",9.776,42.261
"Prionace glauca",9.814,42.285
"Prionace glauca",9.745,42.292
"Prionace glauca",9.805,42.319
"Prionace glauca",9.894,42.335
"Prionace glauca",9.86,42.356
"Prionace glauca",9.779,42.34
"Prionace glauca",9.738,42.355
"Prionace glauca",9.784,42.394
"Prionace glauca",9.742,42.405
"Prionace glauca",9.782,42.434
"Prionace glauca",9.824,42.414
"Prionace glauca",9.874,42.431
"Prionace glauca",9.813,42.377
"Prionace glauca",9.983,42.34
"Prionace glauca",10.081,42.299
"Prionace glauca",10.204,42.303
"Prionace glauca",10.346,42.43
"Prionace glauca",10.476,42.354
"Prionace glauca",10.515,42.306
"Prionace glauca",10.503,42.262
"Prionace glauca",10.507,42.299
"Prionace glauca",10.517,42.227
"Prionace glauca",10.58,42.229
"Prionace glauca",10.724,42.353
"Prionace glauca",10.735,42.158
"Prionace glauca",10.872,42.197
"Prionace glauca",10.908,42.147
"Prionace glauca",11.208,42.153
"Prionace glauca",11.124,42.103
"Prionace glauca",11.116,42.07
"Prionace glauca",11.12,42.029
"Prionace glauca",11.094,42.023
"Prionace glauca",11.014,41.997
"Prionace glauca",11.08,41.947
"Prionace glauca",11.141,41.865
"Prionace glauca",11.177,41.812
"Prionace glauca",10.956,41.715
"Prionace glauca",12.567,40.16514
"Prionace glauca",12.671,39.97356
"Prionace glauca",12.363,40.01306
"Prionace glauca",12.821,39.78758
"Prionace glauca",12.519,39.70646
"Prionace glauca",11.173,40.04407
"Prionace glauca",11.84,39.46481
"Prionace glauca",12.488,39.27921
"Prionace glauca",13.239,39.22844
"Prionace glauca",12.706,39.11472
"Prionace glauca",12.638,38.9657
"Prionace glauca",11.831,38.84164
"Prionace glauca",10.746,39.30719
"Prionace glauca",10.436,38.62947
"Prionace glauca",10.448,38.603
"Prionace glauca",10.215,38.5013
"Prionace glauca",10.86,38.34659
"Prionace glauca",10.117,38.20598
"Prionace glauca",10.034,37.93142
"Prionace glauca",9.899,38.04939
"Prionace glauca",9.761,38.02864
"Prionace glauca",9.278,37.85127
"Prionace glauca",11.124,37.80912
"Prionace glauca",11.477,37.65027
"Prionace glauca",11.69,37.67797
"Prionace glauca",8.086,38.01868
"Prionace glauca",7.849,37.6636
"Prionace glauca",7.864,37.42963
"Prionace glauca",7.532,37.18659
"Prionace glauca",8.053,37.10535
"Prionace glauca",6.919,37.75531
"Prionace glauca",6.698,37.49184
"Prionace glauca",5.783,37.33728
"Prionace glauca",6.191,37.13765
"Prionace glauca",4,37.49355
"Prionace glauca",3.365,37.62959
"Prionace glauca",2.518,36.95422
"Prionace glauca",1.94,36.88048
"Prionace glauca",0.183,36.5858
"Prionace glauca",-1.443,35.81795
"Prionace glauca",-1.425,35.61536
"Prionace glauca",-2.04,35.99798
"Prionace glauca",-2.915,36.33801
"Prionace glauca",7.704,40.63228
"Prionace glauca",7.751,40.74963
"Prionace glauca",7.948,40.8916
"Prionace glauca",7.756,41.11299
"Prionace glauca",8.017,41.12051
"Prionace glauca",8.207,41.26336
"Prionace glauca",8.3,41.46221
"Prionace glauca",8.474,41.51895
"Prionace glauca",8.264,41.57988
"Prionace glauca",8.671,41.59997
"Prionace glauca",8.516,41.64529
"Prionace glauca",8.348,41.67187
"Prionace glauca",7.981,41.87172
"Prionace glauca",8.117,42.03708
"Prionace glauca",8.143,42.03293
"Prionace glauca",8.339,42.04397
"Prionace glauca",8.441,42.12169
"Prionace glauca",8.299,42.15507
"Prionace glauca",8.549,42.61007
"Prionace glauca",8.41,42.65201
"Prionace glauca",9.624,43.07986
"Prionace glauca",9.535,42.92
"Prionace glauca",11.352,35.666
"Prionace glauca",11.394,35.94
"Prionace glauca",11.4,35.967
"Prionace glauca",11.895,37.99
"Prionace glauca",10.558,38.152
"Prionace glauca",9.625,38.119
"Prionace glauca",9.424,38.202
"Prionace glauca",9.09,38.326
"Prionace glauca",12.93,33.9766
"Prionace glauca",-1.928,35.75827
"Prionace glauca",-2.102,35.67659
"Prionace glauca",-2.548,35.61304
"Prionace glauca",-2.864,35.40157
"Prionace glauca",-2.764,35.59481
"Prionace glauca",-3.441,35.61603
"Prionace glauca",-3.852,35.62995
"Prionace glauca",-3.827,35.73833
"Prionace glauca",-3.914,35.78944
"Prionace glauca",-3.973,35.7431
"Prionace glauca",-4.314,35.67089
"Prionace glauca",-4.283,35.54829
"Prionace glauca",-4.204,35.45352
"Prionace glauca",-4.621,35.57198
"Prionace glauca",-4.641,35.5279
"Prionace glauca",-4.699,35.6599
"Prionace glauca",-4.126,36.08422
"Prionace glauca",-4.417,36.11892
"Prionace glauca",-4.153,36.19483
"Prionace glauca",-3.559,36.2976
"Prionace glauca",-3.764,36.39294
"Prionace glauca",-4.294,36.37611
"Prionace glauca",-4.353,36.43191
"Prionace glauca",-4.48,36.44159
"Prionace glauca",-4.152,36.55841
"Prionace glauca",-4.049,36.5263
"Prionace glauca",-3.959,36.52742
"Prionace glauca",-3.908,36.56879
"Prionace glauca",-3.753,36.5921
"Prionace glauca",-3.691,36.56656
"Prionace glauca",-3.491,36.43052
"Prionace glauca",-3.396,36.51486
"Prionace glauca",-3.014,36.55123
"Prionace glauca",-2.455,36.56388
"Prionace glauca",-2.471,36.48091
"Prionace glauca",-2.306,36.50141
"Prionace glauca",-2.243,36.53412
"Prionace glauca",-2.162,36.61435
"Prionace glauca",-2.127,36.26299
"Prionace glauca",-2.296,36.44124
"Prionace glauca",1.046,37.85304
"Prionace glauca",11.641,41.7944
"Prionace glauca",11.718,42.10237
"Prionace glauca",10.871,42.20764
"Prionace glauca",9.701,43.036
"Prionace glauca",10.049,43.193
"Prionace glauca",10.08,43.51352
"Prionace glauca",9.806,43.59222
"Prionace glauca",9.443,43.45647
"Prionace glauca",9.383,43.3998
"Prionace glauca",5.36,39.207
"Prionace glauca",3.129,39.165
"Prionace glauca",2.584,39.367
"Prionace glauca",2.207,38.857
"Prionace glauca",1.38,38.493
"Prionace glauca",1.376,38.447
"Prionace glauca",-0.887,37.447
"Prionace glauca",-1.547,36.815
"Prionace glauca",-1.423,36.376
"Prionace glauca",-0.615,35.797
"Prionace glauca",-0.774,35.802
"Prionace glauca",-2.771,35.626
"Prionace glauca",-3.332,35.573
"Prionace glauca",-4.01,35.544
"Prionace glauca",-3.798,35.544
"Prionace glauca",-3.76,35.861
"Prionace glauca",-3.675,35.999
"Prionace glauca",-3.984,36.243
"Prionace glauca",-4.325,36.606
"Prionace glauca",-5.144,36.117
"Prionace glauca",5.83861111111111,42.9291666666667
"Prionace glauca",3.67611111111111,43.2780555555556
"Prionace glauca",6.66888888888889,43.1597222222222
"Prionace glauca",3.51333333333333,43.2530555555556
"Prionace glauca",3.16472222222222,42.7891666666667
"Prionace glauca",3.14277777777778,42.7588888888889
"Prionace glauca",5.72361111111111,42.9138888888889
"Prionace glauca",3.20277777777778,42.5375
"Prionace glauca",6.68722222222222,43.2855555555556
"Prionace glauca",5.70694444444444,43.0061111111128
"Prionace glauca",5.77972222222222,42.9091666666667
"Prionace glauca",3.62083333333333,42.9333333333334
"Prionace glauca",3.23055555555556,42.6136111111111
"Prionace glauca",3.92944444444444,43.3466666666667
"Prionace glauca",4.13916666666667,42.6133333333333
"Prionace glauca",6.22305555555556,42.8113888888889
"Prionace glauca",3.44361111111111,43.05
"Prionace glauca",4.33888888888889,43.1666666666667
"Prionace glauca",6.02611111111111,42.8325
"Prionace glauca",3.56472222222222,43.2308333333333
"Prionace glauca",3.15972222222222,42.5858333333333
"Prionace glauca",5.50555555555556,42.9872222222222
"Prionace glauca",6.01305555555722,42.7544444444444
"Prionace glauca",3.8725,43.3211111111111
"Prionace glauca",3.44583333333333,42.8811111111111
"Prionace glauca",3.46611111111111,43.1869444444444
"Prionace glauca",6.17305555555556,42.8111111111111
"Prionace glauca",7.00805555555722,43.0219444444444
"Prionace glauca",4.53166666666667,43.2466666666667
"Prionace glauca",5.82388888888889,42.8388888888889
"Prionace glauca",4.13611111111111,43.2033333333333
"Prionace glauca",3.49694444444444,43.1444444444444
"Prionace glauca",3.24277777777778,42.7869444444444
"Prionace glauca",3.23888888888889,42.5997222222222
"Prionace glauca",3.56555555555556,42.9666666666667
"Prionace glauca",3.16472222222222,42.55
"Prionace glauca",4.23722222222222,43.2372222222222
"Prionace glauca",5.54138888888889,42.9197222222222
"Prionace glauca",5.55527777777778,42.9541666666667
"Prionace glauca",3.14805555555556,42.5636111111111
"Prionace glauca",3.62583333333333,43.1936111111111
"Prionace glauca",3.63111111111111,43.0427777777778
"Prionace glauca",3.69166666666667,43.2766666666667
"Prionace glauca",3.52055555555556,43.1308333333333
"Prionace glauca",4.80277777777778,43.2547222222222
"Prionace glauca",6.72972222222222,43.0338888888889
"Prionace glauca",5.92694444444444,42.8302777777778
"Prionace glauca",3.40277777777778,42.4377777777778
"Prionace glauca",4.04722222222222,43.2561111111111
"Prionace glauca",5.58472222222222,42.7544444444444
"Prionace glauca",5.58472222222222,42.7544444444444
"Prionace glauca",6.00222222222389,42.8011111111111
"Prionace glauca",4.35305555555555,43.1808333333333
"Prionace glauca",4.30222222222222,43.1672222222222
"Prionace glauca",3.23055555555556,42.5136111111111
"Prionace glauca",3.47527777777778,43.1886111111111
"Prionace glauca",3.52055555555556,43.1308333333333
"Prionace glauca",3.5675,43.0816666666667
"Prionace glauca",3.61277777777778,42.9852777777778
"Prionace glauca",3.98777777777778,42.9552777777778
"Prionace glauca",3.37416666666667,42.6883333333333
"Prionace glauca",5.42416666666667,42.9680555555556
"Prionace glauca",3.69555555555556,42.9769444444444
"Prionace glauca",7.12611111111111,42.9825
"Prionace glauca",3.5375,43.2122222222222
"Prionace glauca",3.245,42.6816666666667
"Prionace glauca",3.28694444444444,43.1663888888889
"Prionace glauca",3.35611111111111,42.8205555555556
"Prionace glauca",3.35305555555556,42.8733333333333
"Prionace glauca",4.11583333333333,43.0991666666667
"Prionace glauca",5.63888888888889,43.0116666666683
"Prionace glauca",3.46722222222222,43.2136111111111
"Prionace glauca",3.60111111111111,42.8277777777778
"Prionace glauca",3.70472222222222,43.2647222222222
"Prionace glauca",3.43472222222222,42.6869444444444
"Prionace glauca",5.38027777777778,42.9711111111111
"Prionace glauca",3.94,42.9133333333333
"Prionace glauca",3.48472222222222,43.2263888888889
"Prionace glauca",3.57638888888889,43.155
"Prionace glauca",3.72972222222222,43.0136111111128
"Prionace glauca",4.13916666666667,43.1991666666667
"Prionace glauca",3.14305555555556,42.7969444444444
"Prionace glauca",3.35027777777778,43.0847222222222
"Prionace glauca",3.32166666666667,42.6975
"Prionace glauca",5.77138888888889,43.0075000000017
"Prionace glauca",3.20555555555556,42.5830555555556
"Prionace glauca",6.25222222222222,42.6891666666667
"Prionace glauca",3.21666666666669,42.75
"Prionace glauca",3.21361111111111,42.6730555555555
"Prionace glauca",7.07,42.8666666666667
"Prionace glauca",3.32388888888889,42.5444444444444
"Prionace glauca",3.8325,43.0363888888889
"Prionace glauca",3.21055555555556,42.5802777777778
"Prionace glauca",3.66805555555556,43.005833333335
"Prionace glauca",5.51194444444444,42.9552777777778
"Prionace glauca",5.53833333333333,42.8761111111111
"Prionace glauca",3.52583333333333,43.2086111111111
"Prionace glauca",3.38666666666667,42.5438888888889
"Prionace glauca",5.93527777777778,42.7566666666667
"Prionace glauca",3.20722222222222,42.5697222222222
"Prionace glauca",4.03333333333336,43.39
"Prionace glauca",4.30555555555556,43.0322222222222
"Prionace glauca",3.2575,43.0944444444444
"Prionace glauca",3.73333333333333,43.2833333333333
"Prionace glauca",3.74472222222222,43.025
